Word,Level,Weight,Length,Start,End
Long-Distance Dependency Resolution In Automatically Acquired Wide-Coverage PCFG-Based LFG Approximations,1,8.114585733641057,5,2005,2009
The Statistical Significance Of The MUC-4 Results,1,5.927068307565861,7,1992,1998
N-Gram Posterior Probabilities For Statistical Machine Translation,1,5.768580669459727,4,2007,2010
Unsupervised Semantic Role Labeling,1,6.560804875031442,3,2007,2009
Tagging Inlective Languages: Prediction of Morphological Categories for a Rich Structured Tagset,1,7.7756947106828385,10,1999,2008
Multi-instance Multi-label Learning for Relation Extraction,1,3.8329066509751435,1,2013,
Unsupervised Multilingual Learning for Morphological Segmentation,1,5.104258130499845,5,2009,
Dependency Tree-based Sentiment Classification using CRFs with Hidden Variables,1,5.347811517627563,3,2011,
Better Hypothesis Testing for Statistical Machine Translation: Controlling for Optimizer Instability,1,13.463065696269297,2,2012,
Knowledge Representation For Commonsense Reasoning With Text,1,6.638770514971457,3,1990,1992
A Robust System For Natural Spoken Dialogue,1,7.584127727706903,8,1997,2004
Inferring Temporal Ordering Of Events In News,1,5.477177558964049,3,2004,2006
Estimating Upper And Lower Bounds On The Performance Of Word-Sense Disambiguation Programs,1,17.54209940846479,9,1993,2001
MBT: A Memory-Based Part Of Speech Tagger-Generator,1,16.55945668057807,7,1997,2003
Generation Of Extended Bilingual Statistical Reports,1,5.775160042809556,7,1994,2000
The Ups and Downs of Preposition Error Detection in ESL Writing,1,7.174047769851465,4,2010,
The SemEval-2007 WePS Evaluation: Establishing a benchmark for the Web People Search Task,1,11.749307140311064,4,2007,2010
Head-Driven Statistical Models For Natural Language Parsing,1,9.949107062929972,4,2007,2010
What To Do When Lexicalization Fails: Parsing German With Suffix Analysis And Smoothing,1,5.70671862212437,3,2006,2008
Solving Thematic Divergences In Machine Translation,1,4.758863833956581,8,1991,1998
Learning Dependency Translation Models As Collections Of Finite-State Head Transducers,1,16.700305099000847,7,2001,2007
Efficient Minimum Error Rate Training and Minimum Bayes-Risk Decoding for Translation Hypergraphs and Lattices,1,8.767301598874841,4,2010,
Generating Natural Language Summaries From Multiple On-Line Sources,1,16.04319958302704,8,1999,2006
Using Descriptions Of Trees In A Tree Adjoining Grammar,1,8.106837006455896,10,1992,2001
Generalizing Biomedical Event Extraction,1,5.330259667391193,3,2011,
New Figures Of Merit For Best-First Probabilistic Chart Parsing,1,4.6409796727900225,9,1998,2006
Parser Adaptation and Projection with Quasi-Synchronous Grammar Features,1,5.531421737427081,2,2010,2011
Tagging French - Comparing A Statistical And A Constraint-Based Method,1,9.300020797898652,6,1996,2001
Meaningful Clustering Of Senses Helps Boost Word Sense Disambiguation Performance,1,4.855096197477318,3,2007,2009
Japanese Dependency Analysis Using Cascaded Chunking,1,12.202217087288819,6,2003,2008
Char Align: A Program For Aligning Parallel Texts At The Character Level,1,18.29912351104976,11,1993,2003
Some Computational Properties Of Tree Adjoining Grammers,1,10.97423016009914,14,1986,1999
BabelNet: Building a Very Large Multilingual Semantic Network,1,5.330259667391193,3,2011,
Insights Into The Dialogue Processing Of VERBMOBIL,1,4.852219753448225,5,1997,2001
Learning Better Monolingual Models with Unannotated Bilingual Text,1,3.9086420649328066,3,2011,
Finite-State Parsing And Disambiguation,1,8.471715000659795,12,1992,2003
The Tradeoffs Between Open and Traditional Relation Extraction,1,6.5185079575012175,4,2010,
Detection of Grammatical Errors Involving Prepositions,1,6.8501830563009545,6,2008,
Learning First-Order Horn Clauses from Web Text,1,5.056287751874649,2,2012,
A Logical Semantics For Feature Structures,1,27.668443186720797,8,1987,1994
The Effect Of Establishing Coherence In Ellipsis And Anaphora Resolution,1,4.008411982972312,8,1994,2001
Vector-Based Natural Language Call Routing,1,4.796558434224153,8,2000,2007
Dual Decomposition with Many Overlapping Components,1,3.9802447685726388,2,2012,
Robust Sentiment Detection on Twitter from Biased and Noisy Data,1,10.88453135833214,1,2013,
Statistical Models for Unsupervised Prepositional Phrase Attachment,1,8.556114432508275,9,1998,2006
Contrastive Estimation: Training Log-Linear Models On Unlabeled Data,1,6.334228091107519,5,2007,2011
A Centering Approach To Pronouns,1,32.784707350297836,17,1988,2004
On the unification of syntactic annotations under the Stanford dependency scheme: A case study on BioInfer and GENIA,1,4.186879584543353,3,2008,2010
An Improper Treatment Of Quantification In Ordinary English,1,5.123647019586941,12,1985,1996
On Coreferring: Coreference In MUC And Related Annotation Schemes,1,6.407586416598513,5,2001,2005
Loosely Tree-Based Alignment For Machine Translation,1,13.992109072837911,5,2004,2008
Unsupervised Personal Name Disambiguation,1,7.4707970738319345,4,2007,2010
Comparing MUCK-II And MUC-3: Assessing The Difficulty Of Different Tasks,1,3.987768670233531,3,1991,1993
Inducing A Semantically Annotated Lexicon Via EM-Based Clustering,1,4.049927790895069,4,2000,2003
Semantic Role Labelling With Tree Conditional Random Fields,1,4.436425044958417,3,2008,2010
Inheritance And Constraint-Based Grammar Formalisms,1,5.664135459658018,9,1992,2000
The Candide System For Machine Translation,1,6.547291966822929,12,1996,2007
A Simple Approach To Building Ensembles Of Naive Bayesian Classifiers For Word Sense Disambiguation,1,12.199625877450398,5,2000,2004
Machine Transliteration,1,7.564714555718217,10,2000,2009
Memory-Based Shallow Parsing,1,6.231581198619912,4,1999,2002
Grammar Specialization Through Entropy Thresholds,1,4.124599037252569,6,1995,2000
An Environment For Acquiring Semantic Information,1,6.116465464783361,10,1987,1996
University Of Massachusetts: Description Of The CIRCUS System As Used For MUC-3,1,3.908488079866272,3,1992,1994
Dialogue Act Modeling For Automatic Tagging And Recognition Of Conversational Speech,1,4.744068726325486,4,2001,2004
ProFIT: Prolog With Features Inheritance And Templates,1,5.914876369140069,7,1996,2002
Bootstrapping Statistical Parsers From Small Datasets,1,4.423007241820564,7,2003,2009
The Penn Discourse TreeBank 2.0.,1,13.564543634390642,2,2012,
A Syntax-Based Statistical Translation Model,1,21.90921476937707,6,2002,2007
Robust Pronoun Resolution with Limited Knowledge,1,15.529210931046702,7,1999,2005
TAG's As A Grammatical Formalism For Generation,1,5.910038901743587,15,1986,2000
Exploiting Diversity In Natural Language Processing: Combining Parsers,1,6.529092415979228,7,2000,2006
Using The Web To Obtain Frequencies For Unseen Bigrams,1,12.637932677235986,4,2004,2007
Decision Tree Models Applied To The Labeling Of Text With Parts-Of-Speech,1,4.296970032049851,4,1995,1998
Probabilistic Tree-Edit Models with Structured Latent Variables for Textual Entailment and Question Answering,1,3.980244768572628,2,2012,
SemEval-2010 Task 1: Coreference Resolution in Multiple Languages,1,6.396731664369693,4,2010,
Machine Transliteration Of Names In Arabic Texts,1,6.987368767449997,6,2004,2009
Technical Correspondance - On The Need For Parsing Ill-Formed Input,1,4.534373240656455,10,1983,1992
Jointly Modeling Aspects and Opinions with a MaxEnt-LDA Hybrid,1,3.980244768572628,2,2012,
An Interactive Japanese Parser For Machine Translation,1,5.516033541641727,11,1990,2000
Proper Name Translation in Cross-Language Information Retrieval,1,3.8598490444337834,7,1998,2004
Structure Sharing With Binary Trees,1,5.392707252339115,11,1986,1996
Experiments With Open-Domain Textual Question Answering,1,10.986932485779395,4,2001,2004
Structured Lexical Similarity via Convolution Kernels on Dependency Trees,1,4.422555969023781,2,2012,
Word Re-Ordering And DP-Based Search In Statistical Machine Translation,1,9.322874315891108,4,2001,2004
A Status Report On The LRC Machine,1,3.886550245240888,10,1983,1992
Discourse Deixis: Reference To Discourse Segments,1,5.755302075745701,14,1989,2002
Algorithms That Learn To Extract Information - BBN: Description Of The SIFT System As Used For MUC-7,1,6.736501710649873,8,1998,2005
Discourse Segmentation Of Multi-Party Conversation,1,8.458954327329545,3,2006,2008
Experiments in Domain Adaptation for Statistical Machine Translation,1,4.982632816694922,4,2008,2011
Probabilistic Reasoning For Entity And Relation Recognition,1,9.100229661328932,3,2004,2006
Using a Dependency Parser to Improve SMT for Subject-Object-Verb Languages,1,7.8201966702146395,4,2010,
Intelligent Selection of Language Model Training Data,1,10.662719046325705,3,2011,
Transportable Natural-Language Interfaces To Databases,1,4.1341579719110895,3,1982,1984
A Systematic Comparison of Phrase-Based Hierarchical and Syntax-Augmented Statistical MT,1,5.586797327773212,5,2009,
Minimized Models for Unsupervised Part-of-Speech Tagging,1,8.513631219912128,4,2010,
Two Decades of Unsupervised POS Induction: How Far Have We Come?,1,5.330259667391197,3,2011,
Joint Parsing and Alignment with Weakly Synchronized Grammars,1,4.2990771113573505,3,2011,
Latent Structure Perceptron with Feature Induction for Unrestricted Coreference Resolution,1,3.8329066509751435,1,2013,
The Transfer Phase Of Mu Machine Translation System,1,5.6543461412136296,9,1986,1994
Generalizing Dependency Features for Opinion Mining,1,4.149447191972964,2,2010,2011
Understanding Natural Language Instructions: The Case Of Purpose Clauses,1,4.631898794183768,7,1992,1998
Inducing Probabilistic CCG Grammars from Logical Form with Higher-Order Unification,1,7.902084440170006,2,2012,
Finite-state Approximation of Constraint-based Grammars using Left-corner Grammar Transforms,1,4.3258745040871815,4,2000,2003
Example-Based Machine Translation Using DP-Matching Between Work Sequences,1,6.045039723719986,3,2002,2004
Thumbs Up Or Thumbs Down? Semantic Orientation Applied To Unsupervised Classification Of Reviews,1,9.310447470628132,3,2005,2007
A Pattern Matching Method For Finding Noun And Proper Noun Translations From Noisy Parallel Corpora,1,7.217790549362175,9,1995,2003
Unsupervised Semantic Role Induction via Split-Merge Clustering,1,4.6139493835411205,2,2012,
D-Tree Grammars,1,10.567353585744454,7,1996,2002
A Rapid Match Algorithm For Continuous Speech Recognition,1,5.14068795968725,5,1990,1994
Using Language And Translation Models To Select The Best Among Outputs From Multiple MT Systems,1,3.9100936132389803,7,2002,2008
Going Beyond AER: An Extensive Analysis Of Word Alignments And Their Impact On MT,1,5.07523532979719,4,2007,2010
Constraint Grammar As A Framework For Parsing Running Text,1,12.859626624197409,11,1991,2001
NLTK: The Natural Language Toolkit,1,5.395706254153436,3,2011,
The Stanford Typed Dependencies Representation,1,10.754254552671494,4,2010,
Evaluation Metrics For Generation,1,5.839237621770444,10,2000,2009
Some Chart-Based Techniques For Parsing Ill-Formed Input,1,7.029598081268006,11,1990,2000
Training Tree Transducers,1,6.761627664364718,5,2006,2010
Target Word Detection And Semantic Role Chunking Using Support Vector Machines,1,5.821047583010282,2,2004,2005
Making DATR Work For Speech: Lexicon Compilation In SUNDIAL,1,4.463990817907687,5,1992,1996
The Disambiguation Of Nominalizations,1,5.36133983711211,8,2002,2009
Domain Kernels For Word Sense Disambiguation,1,5.521502989137792,4,2006,2009
Memory-Based Learning: Using Similarity For Smoothing,1,5.986361266659396,6,1997,2002
A Computational Mechanism For Pronominal Reference,1,5.470251580882069,13,1990,2002
Alignment By Agreement,1,7.857944276963957,4,2010,
Biomedical Named Entity Recognition Using Conditional Random Fields And Rich Feature Sets,1,5.700434037256647,3,2006,2008
Discriminative Instance Weighting for Domain Adaptation in Statistical Machine Translation,1,8.344524153323906,2,2012,
Probabilistic Inference for Machine Translation,1,5.413877519432738,2,2009,2010
Revisiting Readability: A Unified Framework for Predicting Text Quality,1,4.517902719747229,5,2009,
A Novel Use Of Statistical Parsing To Extract Information From Text,1,12.094588438264392,7,2001,2007
Stanfordâs Multi-Pass Sieve Coreference Resolution System at the CoNLL-2011 Shared Task,1,16.812289028231337,2,2012,
Centering: A Framework For Modeling The Local Coherence Of Discourse,1,38.9070985434882,9,1996,2004
Parsing The Wall Street Journal Using A Lexical-Functional Grammar And Discriminative Estimation Techniques,1,19.859987661658227,6,2002,2007
A Metalearning Approach to Processing the Scope of Negation,1,6.785996154951548,4,2010,
A Terminological Simplification Transformation For Natural Language Question-Answering Systems,1,4.446510535533595,8,1986,1993
Statistical Decision-Tree Models For Parsing,1,32.02389286000092,8,1996,2003
Experimental Support for a Categorical Compositional Distributional Model of Meaning,1,11.250322916002592,2,2012,
What Is The Minimal Set Of Fragments That Achieves Maximal Parse Accuracy?,1,4.457976463046936,3,2001,2003
Assessing Agreement On Classification Tasks: The Kappa Statistic,1,33.390594046337085,9,1997,2005
Contextual Word Similarity And Estimation From Sparse Data,1,13.324715835014217,9,1994,2002
Learning Non-Isomorphic Tree Mappings For Machine Translation,1,9.908740059750281,3,2007,2009
Combining Multiple Knowledge Sources For Discourse Segmentation,1,7.692732276231763,7,1997,2003
Semantic Role Labeling Using Different Syntactic Views,1,7.777530626350969,3,2006,2008
Another Stride Towards Knowledge-Based Machine Translation,1,3.9129989822471893,7,1986,1992
Improving Verb Clustering with Automatically Acquired Selectional Preferences,1,3.9089046964475136,1,2013,
Detecting Semantic Equivalence and Information Disparity in Cross-lingual Documents,1,4.86487952779977,2,2012,
The Web As A Parallel Corpus,1,6.523065600452465,4,2004,2007
The Interpretation Of Tense In Discourse,1,7.1311279314538885,5,1988,1992
Confidence Measure for Word Alignment,1,3.9554323298765572,2,2010,2011
Evaluating Unsupervised Part-of-Speech Tagging for Grammar Induction,1,4.4035294350066945,3,2009,2011
Algorithm Selection and Model Adaptation for ESL Correction Tasks,1,5.307215445427924,2,2012,
Word Sense Disambiguation With Very Large Neural Networks Extracted From Machine Readable Dictionaries,1,12.166182160800384,11,1991,2001
Parse Fitting And Prose Fixing: Getting A Hold On Ill-Formedness,1,15.218128233159007,11,1986,1996
Frequency Estimates For Statistical Word Similarity Measures,1,4.634358047140869,5,2004,2008
The First International Chinese Word Segmentation Bakeoff,1,8.095144608453964,6,2003,2008
Grammatical Category Disambiguation By Statistical Optimization,1,25.888599193989233,11,1989,1999
Chinese And Japanese Word Segmentation Using Word-Level And Character-Level Information,1,4.354164741671776,5,2005,2009
Phrase Structure Trees Bear More Fruit Than You Would Have Thought,1,4.721320050243335,7,1983,1989
Exploring Content Models for Multi-Document Summarization,1,9.010957131677566,4,2010,
A Study On Convolution Kernels For Shallow Statistic Parsing,1,11.781789212212315,4,2005,2008
Judging Grammaticality with Tree Substitution Grammar Derivations,1,3.9802447685726285,2,2012,
SemEval-2010 Task 10: Linking Events and Their Participants in Discourse,1,5.113243169076351,4,2010,
Statistical Parsing of Morphologically Rich Languages (SPMRL) What How and Whither,1,5.586714526691151,1,2013,
Hitting the Right Paraphrases in Good Time,1,6.058698264864991,3,2011,
Maximum Expected BLEU Training of Phrase and Lexicon Translation Models,1,4.782566976043238,1,2013,
Deciphering Foreign Language,1,5.498638479851657,2,2012,
Salience-Based Content Characterisation Of Text Documents,1,4.816741718500148,6,1998,2003
Streaming First Story Detection with application to Twitter,1,4.281554723516408,3,2011,
Improving Translation Quality by Discarding Most of the Phrasetable,1,4.3515173666830105,5,2009,
Paraphrasing With Bilingual Parallel Corpora,1,11.450789247608808,4,2010,
The Acquisition Of Lexical Semantic Knowledge From Large Corpora,1,3.903667630089908,4,1992,1995
A Simple Statistical Class Grammar For Measuring Speech Recognition Performance,1,4.049343707398756,3,1989,1991
WordNet::Similarity - Measuring The Relatedness Of Concepts,1,5.443681858962441,2,2012,
Nominalizations In PUNDIT,1,4.147381668275061,12,1988,1999
Automatically Evaluating Answers To Definition Questions,1,5.277342068762895,4,2005,2008
Recovering Latent Information In Treebanks,1,5.13239556637354,7,2003,2009
A Machine Learning Approach To The Automatic Evaluation Of Machine Translation,1,4.450418363854412,2,2007,2008
Improved Inference for Unlexicalized Parsing,1,21.70871905832065,5,2009,
Improving Tree-to-Tree Translation with Packed Forests,1,5.531421737427095,2,2010,2011
TrustRank: Inducing Trust in Automatic Translations via Ranking,1,6.574839480487071,2,2012,
Improved Discriminative Bilingual Word Alignment,1,4.682740805892596,4,2007,2010
Automatic Text Summarization Based on the Global Document Annotation,1,4.056999207603696,5,1999,2003
Grammatical Error Correction with Alternating Structure Optimization,1,4.171623374309577,2,2012,
Word Sense Disambiguation using Optimised Combinations of Knowledge Sources,1,5.054383453489299,8,1999,2006
A Stacked Sub-Word Model for Joint Chinese Word Segmentation and Part-of-Speech Tagging,1,6.383377016879762,2,2012,
Multiple Aspect Ranking Using the Good Grief Algorithm,1,4.738993840541758,4,2008,2011
Resolving PP Attachment Ambiguities With Memory-Based Learning,1,5.74570071801995,8,1998,2005
The Berkeley FrameNet Project,1,27.35825144348142,6,2003,2008
Unsupervised Event Coreference Resolution with Rich Linguistic Features,1,3.9086420649328044,3,2011,
The NOMAD System: Expectation-Based Detection And Correction Of Errors During Understanding Of Syntactically And Semantically Ill-Formed Text,1,6.0013878459903935,11,1986,1996
The BICORD System Combining Lexical Information From Bilingual Corpora And Machine Readable Dictionaries,1,6.245378236800551,6,1991,1996
Experiments Using Stochastic Search For Text Planning,1,6.086360822595415,5,2000,2004
Intonational Features Of Local And Global Discourse Structure,1,4.02652541174499,7,1993,1999
Using Encyclopedic Knowledge For Named Entity Disambiguation,1,5.35601759933551,7,2007,
MATCH: An Architecture For Multimodal Dialogue Systems,1,7.072193865306374,5,2003,2007
Bleu: A Method For Automatic Evaluation Of Machine Translation,1,7.566718917132619,3,2011,
Constraint-Based Categorial Grammar,1,4.377520984244917,5,1995,1999
Subgroup Detection in Ideological Discussions,1,4.2349258722192396,1,2013,
Word-Sense Disambiguation Using Decomposable Models,1,16.761750010668905,7,1995,2001
Unsupervised Learning Of Disambiguation Rules For Part Of Speech Tagging,1,7.7090788281387095,10,1996,2005
Using Parse Features for Preposition Selection and Error Detection,1,6.058698264864992,3,2011,
Antecedent Recovery: Experiments With A Trace Tagger,1,4.842374698742942,4,2004,2007
Automatic Evaluation Of Machine Translation Quality Using Longest Common Subsequence And Skip-Bigram Statistics,1,3.993121646441365,4,2005,2008
A Fast Accurate Non-Projective Semantically-Enriched Parser,1,5.307215445427928,2,2012,
Opinion Word Expansion and Target Extraction through Double Propagation,1,3.980244768572628,2,2012,
An Improved Heuristic For Ellipsis Processing,1,6.66657245524789,8,1983,1990
Overview Of Results Of The MUC-6 Evaluation,1,5.747987945408321,7,1997,2003
A Principle-Based Hierarchical Representation Of LTAGs,1,6.134580531946046,11,1996,2006
Bidirectional Grammars And The Design Of Natural Language Generation Systems,1,6.8332259932816175,8,1988,1995
Preliminary ATIS Development At MIT,1,4.070383826275682,2,1990,1991
Online Large-Margin Training of Syntactic and Structural Translation Features,1,11.126317363045919,5,2009,
GEMINI: A Natural Language System For Spoken-Language Understanding,1,11.054227954619623,11,1994,2004
Hierarchical Phrase-Based Translation with Suffix Arrays,1,4.606239885270744,2,2008,2009
Learning Dependency-Based Compositional Semantics,1,12.961281151490912,2,2012,
Treating Coordination In Logic Grammars,1,7.2034749313206605,12,1985,1996
The CoNLL-2013 Shared Task on Grammatical Error Correction,1,4.380526686543082,1,2013,
Lexicon-Based Methods for Sentiment Analysis,1,15.041733514918931,2,2012,
Introduction To The Special Issue On The Web As Corpus,1,10.285480851882587,5,2004,2008
Automatic Evaluation And Uniform Filter Cascades For Inducing N-Best Translation Lexicons,1,9.663185493193208,9,1996,2004
Nouns are Vectors Adjectives are Matrices: Representing Adjective-Noun Constructions in Semantic Space,1,16.708834003511274,3,2011,
Minimum Error Rate Training In Statistical Machine Translation,1,20.358451481069956,3,2007,2009
Auxiliaries And Clitics In French UCG Grammar,1,3.9471148812171095,5,1988,1992
Learning Entailment Rules for Unary Templates,1,4.517902719747225,5,2009,
Efficient Incremental Decoding for Tree-to-String Translation,1,3.908642064932811,3,2011,
Structure-Sharing In Lexical Representation,1,9.5166675486889,9,1985,1993
Domain-Specific Sense Distributions And Predominant Sense Acquisition,1,6.161095983629427,4,2007,2010
Computation Of The Probability Of Initial Substring Generation By Stochastic Context-Free Grammars,1,6.269516571800341,8,1994,2001
Nymble: A High-Performance Learning Name-Finder,1,33.30434315447549,9,1998,2006
Anaphora For Everyone: Pronominal Anaphora Resolution Without A Parser,1,14.655995382836958,9,1997,2005
Instance Weighting for Domain Adaptation in NLP,1,5.369467831296831,5,2009,
Probabilistic Models Of Short And Long Distance Word Dependencies In Running Text,1,6.418833513039975,10,1989,1998
Immediate-Head Parsing For Language Models,1,14.240981144909908,5,2002,2006
Using Decision Trees to Construct a Practical Parser,1,6.6446303725535145,6,1999,2004
A Self-Learning Universal Concept Spotter,1,3.9595458058382347,7,1998,2004
Generating Confusion Sets for Context-Sensitive Error Correction,1,5.330259667391195,3,2011,
TRIPS and TRIOS System for TempEval-2: Extracting Temporal Information from Text,1,3.9802447685726388,2,2012,
A Fast And Portable Realizer For Text Generation Systems,1,9.336026078495134,5,1998,2002
Evaluating Discourse Processing Algorithms,1,13.631367179885347,12,1990,2001
The Design For The Wall Street Journal-Based CSR Corpus,1,6.046045903920366,11,1992,2002
Phonological Derivation In Optimality Theory,1,4.772636746236715,7,1996,2002
An Estimate Of An Upper Bound For The Entropy Of English,1,4.169361953992352,7,1993,1999
Automating The Acquisition Of Bilingual Terminology,1,5.783112318211575,8,1993,2000
A Topic Model for Word Sense Disambiguation,1,4.1763455595282934,4,2010,
Hierarchical Bayesian Domain Adaptation,1,4.626145080979548,4,2010,
An Alternative Conception Of Tree-Adjoining Derivation,1,9.044824275057142,10,1993,2002
Improved Acoustic Modeling For Continuous Speech Recognition,1,3.999001954040704,3,1990,1992
Lexicalized Context-Free Grammars,1,5.153818628511574,8,1994,2001
Assigning Function Tags To Parsed Text,1,11.29701742644143,5,2002,2006
Phrasetable Smoothing For Statistical Machine Translation,1,5.06102872053418,1,2007,2007
A Decision Tree Method For Finding And Classifying Names In Japanese Texts,1,6.7365017106498755,8,1998,2005
Fragment Processing In The DELPHI System,1,3.9442619837422717,3,1992,1994
A Statistical Semantic Parser That Integrates Syntax And Semantics,1,3.8354523200155106,7,2005,2011
A Survey Of Machine Translation: Its History Current Status And Future Prospects,1,7.092458631944497,7,1986,1992
Quasi-Destructive Graph Unification,1,7.57286913130898,10,1992,2001
Learning Question Classifiers,1,4.0681557537131,6,2003,2008
The Reliability Of A Dialogue Structure Coding Scheme,1,12.222987529320944,8,1997,2004
Sentence Disambiguation By A Shift-Reduce Parsing Technique,1,9.489950652164955,14,1983,1996
Discriminative Training Of A Neural Network Statistical Parser,1,6.742039381323769,3,2006,2008
Generation that Exploits Corpus-Based Statistical Knowledge,1,17.439918083459247,7,1999,2005
Dependency Parsing by Belief Propagation,1,7.522896284617272,3,2011,
Semantic Role Labeling Of NomBank: A Maximum Entropy Approach,1,5.1927588595825664,4,2007,2010
Efficient Deep Processing Of Japanese,1,4.309672993792627,6,2002,2007
Statistical Parsing Of Messages,1,10.035154642433229,14,1990,2003
PRINCIPAR - An Efficient Broad-Coverage Principle-Based Parser,1,6.397077796522898,13,1995,2007
An Algorithm For Generation In Unification Categorial Grammar,1,14.249367097406406,8,1989,1996
Expressing Generalizations In Unification-Based Grammar Formalisms,1,5.998759711140254,3,1990,1992
Global Thresholding And Multiple-Pass Parsing,1,6.372193646615109,11,1998,2008
Termight: Identifying And Translating Technical Terminology,1,13.34422548233606,7,1995,2001
Semi-Supervised Polarity Lexicon Induction,1,4.139072798522572,4,2010,
Noun Phrase Coreference As Clustering,1,8.127365985917452,9,1999,2007
Using Subcategorization To Resolve Verb Class Ambiguity,1,8.36326506778918,5,2000,2004
Machine Learning Of Temporal Relations,1,5.316257056611834,2,2007,2008
Special Issue Introduction: Semantic Role Labeling: An Introduction to the Special Issue,1,4.559855363967522,3,2009,2011
An Integrated Framework For Text Planning And Pronominalisation,1,6.037558807025659,6,2001,2006
Decoding Complexity In Word-Replacement Translation Models,1,5.832623581532157,6,2001,2006
Structured Perceptron with Inexact Search,1,4.380526686543082,1,2013,
Scaling To Very Very Large Corpora For Natural Language Disambiguation,1,10.558142539289044,5,2002,2006
Evaluation Of Spoken Language Systems: The ATIS Domain,1,7.320054766205013,6,1991,1996
Weakly-Supervised Acquisition of Open-Domain Classes and Class Attributes from Web Documents and Query Logs,1,6.255915506979664,2,2009,2010
Which Side Are You On? Identifying Perspectives At The Document And Sentence Levels,1,3.945929358094716,2,2010,2011
Defaults In Unification Grammar,1,5.736118105078555,12,1991,2002
Twitter Polarity Classification with Label Propagation over Lexical Links and the Follower Graph,1,3.8329066509751435,1,2013,
The Phrasal Lexicon,1,11.859183045658293,14,1980,1993
A Generative Model for Parsing Natural Language to Meaning Representations,1,4.707088802479289,3,2011,
Factors In Anaphora Resolution: They Are Not The Only Things That Matter - A Case Study Based On Two Different Approaches,1,4.620803533436058,5,1998,2002
Identifying Word Correspondences In Parallel Texts,1,19.860532129798507,14,1993,2006
A Tree Trellis Based Fast Search For Finding The N-Best Sentence Hypotheses In Continuous Speech Recognition,1,3.9043275425609223,4,1990,1993
The BioScope corpus: annotation for negation uncertainty and their scope in biomedical texts,1,6.864991465662449,5,2009,
Modeling The User's Plans And Goals,1,6.793350912449881,12,1988,1999
Domain Adaptation With Structural Correspondence Learning,1,12.47656549056386,3,2009,2011
Two Principles Of Parse Preference,1,8.84565148206961,7,1992,1998
Extracting Relations With Integrated Information Using Kernel Methods,1,6.041027184168666,2,2006,2007
Part-Of-Speech Tagging With Neural Networks,1,9.608592335574079,7,1995,2001
SemEval-2010 Task 14: Word Sense Induction Disambiguation,1,6.414156305092963,3,2011,
Learning Bilingual Lexicons from Monolingual Corpora,1,7.647415548573333,5,2009,
A CCG Approach To Free Word Order Languages,1,3.8976052229558804,4,1993,1996
Towards Effective Tutorial Feedback for Explanation Questions: A Dataset and Baselines,1,4.2349258722192396,1,2013,
Metaphor Identification Using Verb and Noun Clustering,1,6.5711617125567425,1,2013,
High Precision Extraction Of Grammatical Relations,1,4.815096588580813,6,2002,2007
Improvements In Automatic Thesaurus Extraction,1,7.451191776530417,6,2004,2009
Categorial Semantics And Scoping,1,4.521427882591425,12,1992,2003
Exploiting Web-Derived Selectional Preference to Improve Statistical Dependency Parsing,1,5.7495637224525495,2,2012,
Statistically-Enhanced New Word Identification In A Rule-Based Chinese System,1,3.8813392024412363,4,2002,2005
Enhancing Chinese Word Segmentation Using Unlabeled Data,1,4.422555969023781,2,2012,
Multi-Site Data Collection And Evaluation In Spoken Language Understanding,1,5.089674227095375,4,1994,1997
Multitext Grammars And Synchronous Parsers,1,6.8248791931352315,4,2004,2007
Recognizing Stances in Online Debates,1,7.533415091757961,3,2011,
Prototype-Driven Learning For Sequence Models,1,9.332696485881954,7,2007,
Lexico-Semantic Pattern Matching As A Companion To Parsing In Text Understanding,1,6.4368411188734544,5,1991,1995
A Common Framework For Syntactic Annotation,1,4.4043564498644,3,2001,2003
Unsupervised Learning of Narrative Event Chains,1,4.865556280521549,5,2009,
Characterizing and Recognizing Spoken Corrections in Human-Computer Dialogue,1,4.820684010943027,8,1999,2006
An Empirical Study Of Information Synthesis Task,1,5.391154616900043,2,2005,2006
Improved Source-Channel Models For Chinese Word Segmentation,1,8.306101271143651,5,2003,2007
Probabilistic Text Structuring: Experiments With Sentence Ordering,1,5.881173455245486,6,2004,2009
Unsupervised Mining of Lexical Variants from Noisy Text,1,4.2349258722192396,1,2013,
Factored Translation Models,1,9.156409456213613,3,2008,2010
Three New Probabilistic Models For Dependency Parsing: An Exploration,1,5.604467625774962,3,2006,2008
Features And Values,1,16.583567647655713,9,1984,1992
Compositional Matrix-Space Models of Language,1,3.9261553442667543,3,2011,
On Dual Decomposition and Linear Programming Relaxations for Natural Language Processing,1,10.68041561497882,3,2011,
From N-Grams To Collocations: An Evaluation Of Xtract,1,4.565939542896846,3,1992,1994
Translating Collocations For Bilingual Lexicons: A Statistical Approach,1,20.8113223858165,10,1996,2005
Evaluating Translational Correspondence Using Annotation Projection,1,7.3495966558562555,4,2003,2006
The Second International Chinese Word Segmentation Bakeoff,1,6.390701179985832,3,2006,2008
Answering Definition Questions With Multiple Knowledge Sources,1,6.503483921809526,4,2005,2008
Finding Hedges by Chasing Weasels: Hedge Detection Using Wikipedia Tags and Shallow Linguistic Features,1,4.450570945401882,4,2010,
Human-Machine Problem Solving Using Spoken Language Systems (SLS): Factors Affecting Performance And User Satisfaction,1,5.410622991135656,9,1992,2000
